_id,type,created_at,country,school_id,fos,acquisition_channel,active,last_seen_at
1290,professional,2024-07-20 18:08:29,FR,,,ads,True,2024-12-10 18:08:29
1291,professional,2024-04-21 20:59:35,FR,,,Ads,True,2024-05-18 20:59:35
1292,professional,2024-11-12 08:10:58,FR,,,Ads,False,2025-02-08 08:10:58
1293,professional,2024-02-15 10:33:08,FR,,,organic,True,2024-05-11 10:33:08
1294,professional,2024-09-04 19:51:27,FR,,,school_event,True,2024-10-09 19:51:27
1295,professional,2024-07-24 02:53:44,FR,,,Ads,True,2025-02-06 02:53:44
1296,student,2024-03-30 09:16:20,FR,2,marketing,ads,True,2024-08-23 09:16:20
1297,student,2025-01-11 01:36:40,FR,2,data,school_event,True,2025-01-20 01:36:40
1298,professional,2024-03-19 20:16:21,FR,,,Ads,True,2024-09-06 20:16:21
1299,student,2024-09-11 14:23:41,FR,7,engineering,school_event,False,2025-02-25 14:23:41
1300,student,2024-04-20 13:54:49,FR,1,marketing,Ads,True,2024-09-09 13:54:49
1301,student,2024-12-16 21:04:52,FR,2,data,ads,True,2025-05-28 21:04:52
1302,professional,2024-05-10 00:13:14,FR,,,ads,False,2024-09-15 00:13:14
1303,professional,2024-07-25 20:54:32,FR,,,organic,True,2024-09-22 20:54:32
1304,student,2025-01-31 09:12:40,FR,10,marketing,ads,True,2025-06-21 09:12:40
1305,student,2024-08-23 12:18:18,FR,2,engineering,ads,True,2025-03-01 12:18:18
1306,student,2024-08-18 01:28:48,FR,7,finance,organic,True,2024-11-18 01:28:48
1307,student,2024-12-17 15:16:36,FR,2,marketing,Ads,True,2025-03-14 15:16:36
1308,professional,2024-12-23 03:16:51,FR,,,organic,False,2025-06-23 03:16:51
1309,professional,2024-01-02 14:10:06,FR,,,school_event,False,2024-01-09 14:10:06
1310,student,2024-11-16 21:55:01,FR,2,engineering,school_event,True,2025-05-06 21:55:01
1311,student,2024-01-25 00:54:12,FR,2,engineering,ads,True,2024-05-05 00:54:12
1312,student,2024-10-05 00:57:54,FR,8,engineering,Ads,True,2025-04-06 00:57:54
1313,student,2024-04-06 21:46:01,FR,11,engineering,organic,True,2024-08-02 21:46:01
1314,professional,2024-01-16 08:45:25,FR,,,organic,True,2024-07-20 08:45:25
1315,student,2024-03-10 21:05:50,FR,10,marketing,Ads,True,2024-07-19 21:05:50
1316,student,2024-01-29 13:55:40,FR,5,marketing,school_event,True,2024-08-01 13:55:40
1317,student,2024-01-06 13:00:48,FR,7,finance,school_event,True,2024-03-22 13:00:48
1318,student,2025-01-18 17:02:18,FR,2,finance,Ads,True,2025-06-16 17:02:18
1319,student,2024-05-16 08:05:41,FR,5,data,Ads,True,2024-06-22 08:05:41
1320,professional,2024-06-26 01:34:43,FR,,,organic,True,2024-12-21 01:34:43
1321,professional,2024-08-01 10:47:25,FR,,,school_event,False,2024-11-23 10:47:25
1322,student,2024-02-10 06:47:33,FR,11,marketing,school_event,True,2024-05-29 06:47:33
1323,professional,2024-12-28 09:48:25,FR,,,school_event,True,2025-07-15 09:48:25
1324,professional,2024-06-23 09:52:55,FR,,,ads,True,2024-10-13 09:52:55
1325,student,2024-09-02 15:10:39,FR,1,engineering,Ads,True,2025-01-31 15:10:39
1326,student,2024-06-24 06:00:38,FR,2,engineering,ads,True,2024-08-18 06:00:38
1327,professional,2024-08-31 09:50:28,FR,,,ads,False,2024-12-24 09:50:28
1328,student,2024-09-12 15:51:03,FR,2,finance,ads,True,2024-12-13 15:51:03
1329,student,2024-09-08 02:32:22,FR,1,finance,ads,True,2025-02-18 02:32:22
1330,student,2024-03-15 07:25:55,FR,2,engineering,ads,False,2024-04-04 07:25:55
1331,student,2024-10-20 03:09:18,FR,7,marketing,ads,True,2024-11-09 03:09:18
1332,student,2024-12-09 05:57:22,FR,7,data,organic,True,2025-04-03 05:57:22
1333,professional,2024-02-13 08:00:00,FR,,,ads,True,2024-05-25 08:00:00
1334,student,2024-11-15 07:36:31,FR,11,finance,ads,True,2025-03-18 07:36:31
1335,student,2024-03-19 15:57:26,FR,10,marketing,ads,True,2024-06-16 15:57:26
1336,student,2024-03-24 21:23:19,FR,5,data,ads,True,2024-04-15 21:23:19
1337,student,2024-05-30 09:14:11,FR,3,finance,organic,True,2024-10-05 09:14:11
1338,student,2024-12-11 08:23:52,FR,5,finance,Ads,True,2024-12-27 08:23:52
1339,professional,2024-09-17 01:53:28,FR,,,school_event,True,2025-03-07 01:53:28
1340,student,2024-09-16 16:58:09,FR,7,finance,Ads,True,2025-02-22 16:58:09
1341,professional,2024-10-13 11:29:21,FR,,,ads,True,2025-04-04 11:29:21
1342,student,2024-02-14 12:28:42,FR,3,finance,ads,True,2024-04-09 12:28:42
1343,student,2024-06-05 07:46:52,FR,7,data,organic,True,2024-10-09 07:46:52
1344,student,2024-12-29 01:00:43,FR,7,marketing,organic,True,2025-04-20 01:00:43
1345,professional,2024-03-22 10:30:23,FR,,,school_event,True,2024-04-06 10:30:23
1346,student,2024-01-03 20:55:06,FR,7,finance,Ads,True,2024-03-02 20:55:06
1347,professional,2024-09-08 11:53:22,FR,,,Ads,True,2024-09-14 11:53:22
1348,student,2024-02-27 06:26:54,FR,7,marketing,ads,True,2024-04-08 06:26:54
1349,professional,2024-05-30 23:56:34,FR,,,organic,False,2024-06-11 23:56:34
1350,professional,2024-08-13 16:01:27,FR,,,Ads,True,2025-02-18 16:01:27
1351,professional,2024-07-15 01:06:22,FR,,,Ads,False,2024-09-25 01:06:22
1352,student,2024-01-17 07:21:07,FR,5,finance,school_event,True,2024-02-19 07:21:07
1353,professional,2024-06-12 07:06:31,FR,,,organic,True,2024-09-19 07:06:31
1354,student,2024-05-13 02:22:41,FR,11,engineering,ads,True,2024-06-20 02:22:41
1355,student,2024-05-28 21:11:53,FR,9,engineering,organic,True,2024-09-19 21:11:53
1356,student,2024-07-09 22:44:08,FR,2,finance,organic,True,2024-10-05 22:44:08
1357,professional,2024-08-09 12:56:41,FR,,,school_event,True,2024-09-03 12:56:41
1358,student,2024-02-20 09:19:16,FR,11,finance,school_event,True,2024-08-08 09:19:16
1359,student,2024-10-17 16:49:32,FR,7,engineering,school_event,True,2025-04-22 16:49:32
1360,student,2025-01-10 09:18:36,FR,11,engineering,school_event,True,2025-04-27 09:18:36
1361,student,2024-01-29 10:21:25,FR,10,finance,Ads,True,2024-05-28 10:21:25
1362,student,2024-11-03 12:06:37,FR,7,finance,organic,True,2025-02-12 12:06:37
1363,student,2024-10-17 13:51:59,FR,1,marketing,ads,True,2024-11-12 13:51:59
1364,professional,2024-09-27 01:49:55,FR,,,ads,True,2025-03-10 01:49:55
1365,professional,2024-12-16 10:04:04,FR,,,school_event,True,2025-03-25 10:04:04
1366,student,2024-09-11 05:41:20,FR,3,data,Ads,True,2024-11-22 05:41:20
1367,student,2024-10-05 21:58:38,FR,7,data,organic,True,2025-02-18 21:58:38
1368,student,2024-03-01 16:59:22,FR,7,marketing,Ads,False,2024-03-24 16:59:22
1369,student,2024-06-04 13:59:08,FR,3,marketing,Ads,True,2024-08-12 13:59:08
1370,professional,2024-08-07 04:23:24,FR,,,Ads,True,2025-02-20 04:23:24
1371,student,2024-07-21 19:55:03,FR,2,marketing,organic,True,2024-11-06 19:55:03
1372,student,2024-01-10 05:39:32,FR,11,engineering,Ads,True,2024-03-13 05:39:32
1373,professional,2024-06-12 00:21:14,FR,,,school_event,True,2024-11-14 00:21:14
1374,student,2024-12-30 01:54:56,FR,12,engineering,organic,True,2025-03-25 01:54:56
1375,student,2024-11-29 01:16:49,FR,7,engineering,Ads,True,2025-04-25 01:16:49
1376,professional,2024-04-17 22:13:11,FR,,,Ads,True,2024-10-27 22:13:11
1377,professional,2024-10-02 11:23:13,FR,,,organic,True,2025-01-23 11:23:13
1378,student,2024-11-09 07:20:16,FR,2,marketing,organic,True,2025-04-08 07:20:16
1379,student,2024-04-18 01:39:34,FR,4,finance,organic,True,2024-09-24 01:39:34
1380,student,2024-10-30 14:38:27,FR,1,engineering,Ads,True,2024-11-20 14:38:27
1381,student,2024-05-26 06:53:14,FR,11,engineering,ads,True,2024-09-23 06:53:14
1382,student,2024-08-26 15:00:11,FR,2,finance,ads,True,2024-10-15 15:00:11
1383,professional,2025-01-14 12:24:45,FR,,,ads,True,2025-02-05 12:24:45
1384,student,2024-10-26 17:35:15,FR,7,marketing,Ads,True,2025-04-17 17:35:15
1385,student,2024-12-19 03:32:43,FR,4,data,organic,True,2025-02-05 03:32:43
1386,professional,2024-11-15 03:00:30,FR,,,school_event,True,2024-12-18 03:00:30
1387,professional,2024-11-20 23:47:14,FR,,,school_event,True,2025-03-04 23:47:14
1388,student,2024-06-09 09:03:37,FR,7,finance,Ads,True,2024-12-12 09:03:37
1389,student,2024-05-03 07:53:49,FR,7,marketing,Ads,True,2024-10-30 07:53:49
1390,student,2024-06-05 16:00:41,FR,10,data,Ads,True,2024-09-20 16:00:41
1391,student,2024-07-26 17:26:00,FR,2,marketing,school_event,True,2024-12-25 17:26:00
1392,professional,2024-03-11 18:16:37,FR,,,organic,True,2024-07-10 18:16:37
1393,professional,2024-08-31 00:50:46,FR,,,Ads,True,2024-10-20 00:50:46
1394,student,2024-12-01 14:29:30,FR,1,engineering,school_event,True,2025-01-21 14:29:30
1395,student,2024-03-15 04:53:09,FR,2,engineering,ads,True,2024-04-29 04:53:09
1396,professional,2024-08-16 17:12:58,FR,,,Ads,True,2024-12-04 17:12:58
1397,student,2024-04-04 03:54:09,FR,11,marketing,ads,True,2024-08-16 03:54:09
1398,student,2024-09-04 05:19:31,FR,11,engineering,Ads,True,2025-01-16 05:19:31
1399,professional,2024-01-21 18:03:26,FR,,,ads,True,2024-07-16 18:03:26
1400,student,2024-10-23 01:15:17,FR,7,marketing,school_event,True,2025-02-06 01:15:17
1401,professional,2024-07-16 15:37:46,FR,,,Ads,True,2025-01-28 15:37:46
1402,student,2024-12-24 08:19:04,FR,7,data,ads,True,2025-03-01 08:19:04
1403,student,2024-12-05 23:45:37,FR,7,finance,school_event,True,2025-01-20 23:45:37
1404,professional,2024-01-15 00:46:37,FR,,,ads,True,2024-02-20 00:46:37
1405,student,2024-10-30 13:57:46,FR,2,finance,ads,True,2024-11-06 13:57:46
1406,student,2024-04-29 05:22:54,FR,11,engineering,organic,True,2024-11-02 05:22:54
1407,professional,2024-06-16 21:38:08,FR,,,school_event,True,2024-11-30 21:38:08
1408,student,2024-03-20 20:12:20,FR,7,engineering,organic,True,2024-08-25 20:12:20
1409,professional,2024-10-20 03:09:45,FR,,,Ads,True,2025-01-28 03:09:45
1410,student,2024-06-04 08:00:12,FR,5,data,ads,True,2024-06-12 08:00:12
1411,professional,2024-05-29 05:58:10,FR,,,ads,True,2024-06-27 05:58:10
1412,student,2024-05-10 09:33:49,FR,7,finance,ads,True,2024-06-11 09:33:49
1413,student,2024-09-19 15:10:59,FR,1,finance,Ads,True,2025-01-03 15:10:59
1414,student,2024-04-03 19:56:56,FR,2,finance,Ads,True,2024-06-29 19:56:56
1415,professional,2024-11-08 08:25:24,FR,,,organic,False,2025-01-06 08:25:24
1416,student,2024-02-21 06:37:57,FR,9,marketing,organic,False,2024-04-21 06:37:57
1417,student,2025-01-23 00:46:19,FR,2,data,Ads,True,2025-02-21 00:46:19
1418,student,2024-10-28 19:23:05,FR,7,finance,organic,True,2025-05-15 19:23:05
1419,student,2024-09-08 23:20:02,FR,2,data,organic,False,2025-02-09 23:20:02
1420,student,2025-01-31 22:13:03,FR,5,finance,ads,True,2025-07-12 22:13:03
1421,student,2024-04-06 08:34:28,FR,5,marketing,Ads,True,2024-10-21 08:34:28
1422,professional,2024-03-02 15:55:48,FR,,,ads,True,2024-07-12 15:55:48
1423,professional,2024-04-27 19:20:40,FR,,,school_event,True,2024-05-11 19:20:40
1424,professional,2024-12-10 15:39:21,FR,,,organic,True,2025-03-06 15:39:21
1425,student,2024-01-31 18:20:12,FR,5,engineering,organic,True,2024-04-03 18:20:12
1426,student,2024-09-09 07:19:31,FR,8,finance,Ads,True,2025-03-03 07:19:31
1427,student,2024-06-21 18:39:27,FR,5,engineering,organic,True,2024-12-04 18:39:27
1428,professional,2025-01-16 20:52:35,FR,,,ads,True,2025-02-03 20:52:35
1429,student,2024-04-19 22:20:52,FR,7,finance,Ads,False,2024-09-22 22:20:52
1430,student,2024-06-07 17:47:42,FR,7,finance,ads,True,2024-10-09 17:47:42
1431,professional,2024-06-02 10:20:34,FR,,,Ads,True,2024-11-09 10:20:34
1432,professional,2024-08-27 15:21:48,FR,,,school_event,True,2024-10-22 15:21:48
1433,professional,2025-01-08 17:40:19,FR,,,ads,True,2025-04-15 17:40:19
1434,student,2024-05-10 07:23:08,FR,7,engineering,school_event,True,2024-10-18 07:23:08
1435,student,2024-05-01 01:47:06,FR,11,engineering,ads,True,2024-08-23 01:47:06
1436,student,2024-09-09 04:43:18,FR,9,finance,Ads,True,2025-01-10 04:43:18
1437,professional,2024-08-19 23:42:38,FR,,,school_event,False,2024-09-27 23:42:38
1438,student,2024-06-01 00:24:21,FR,2,finance,Ads,False,2024-10-12 00:24:21
1439,student,2024-10-17 16:40:16,FR,1,engineering,school_event,True,2025-01-31 16:40:16
1440,student,2024-10-16 19:55:30,FR,3,engineering,school_event,True,2025-03-20 19:55:30
1441,professional,2024-01-31 03:47:08,FR,,,ads,True,2024-06-28 03:47:08
1442,professional,2024-12-04 21:10:59,FR,,,organic,True,2025-06-19 21:10:59
1443,student,2025-01-30 19:47:18,FR,7,engineering,organic,True,2025-07-20 19:47:18
1444,student,2024-11-25 08:41:05,FR,1,finance,Ads,True,2025-03-02 08:41:05
1445,student,2024-01-22 22:43:53,FR,7,finance,organic,True,2024-07-19 22:43:53
1446,professional,2024-07-30 04:08:46,FR,,,Ads,False,2024-08-27 04:08:46
1447,student,2024-10-25 12:45:39,FR,7,engineering,ads,True,2024-12-17 12:45:39
1448,student,2024-05-08 19:10:33,FR,5,engineering,organic,True,2024-09-18 19:10:33
1449,student,2024-10-24 07:41:48,FR,10,marketing,school_event,True,2025-05-03 07:41:48
1450,student,2024-03-25 21:00:58,FR,2,marketing,Ads,True,2024-05-22 21:00:58
1451,student,2024-11-05 02:42:09,FR,2,marketing,ads,True,2025-03-15 02:42:09
1452,professional,2024-02-24 05:56:23,FR,,,school_event,True,2024-08-14 05:56:23
1453,professional,2024-11-30 17:28:57,FR,,,Ads,True,2025-01-21 17:28:57
1454,student,2024-06-02 19:22:12,FR,9,engineering,Ads,True,2024-07-05 19:22:12
1455,student,2024-06-14 02:39:17,FR,7,finance,Ads,False,2024-08-04 02:39:17
1456,student,2024-05-29 00:59:33,FR,7,marketing,school_event,True,2024-11-09 00:59:33
1457,professional,2024-05-09 00:48:56,FR,,,ads,True,2024-08-18 00:48:56
1458,professional,2024-02-19 21:56:19,FR,,,organic,False,2024-04-24 21:56:19
1459,student,2024-03-19 07:13:07,FR,7,data,ads,True,2024-03-25 07:13:07
1460,student,2024-02-02 12:18:53,FR,2,data,Ads,True,2024-02-08 12:18:53
1461,student,2024-08-09 11:32:18,FR,10,engineering,organic,True,2024-11-08 11:32:18
1462,student,2024-09-18 11:25:37,FR,10,finance,organic,True,2024-12-28 11:25:37
1463,student,2024-10-03 12:51:57,FR,7,marketing,ads,False,2025-04-04 12:51:57
1464,student,2024-04-17 20:35:40,FR,4,data,ads,True,2024-07-02 20:35:40
1465,student,2024-07-23 01:04:38,FR,7,engineering,school_event,True,2025-01-13 01:04:38
1466,professional,2024-09-07 05:56:13,FR,,,organic,True,2025-03-19 05:56:13
1467,professional,2024-12-11 02:28:01,FR,,,Ads,True,2025-03-28 02:28:01
1468,student,2024-03-04 04:49:56,FR,5,marketing,school_event,True,2024-07-08 04:49:56
1469,student,2024-03-19 00:37:49,FR,2,engineering,organic,True,2024-09-22 00:37:49
1470,professional,2025-01-26 23:06:30,FR,,,ads,True,2025-02-22 23:06:30
1471,professional,2024-12-28 13:50:22,FR,,,Ads,True,2025-01-31 13:50:22
1472,student,2024-07-13 02:43:53,FR,11,finance,Ads,True,2025-01-02 02:43:53
1473,student,2024-03-22 22:05:50,FR,2,engineering,ads,True,2024-06-18 22:05:50
1474,student,2024-08-12 18:14:56,FR,11,marketing,school_event,True,2025-02-04 18:14:56
1475,professional,2024-04-15 10:40:59,FR,,,school_event,False,2024-10-14 10:40:59
1476,professional,2024-06-22 20:03:00,FR,,,ads,True,2024-10-01 20:03:00
1477,student,2024-10-23 10:28:51,FR,7,engineering,Ads,True,2024-11-26 10:28:51
1478,professional,2024-03-27 12:19:14,FR,,,ads,True,2024-08-30 12:19:14
1479,student,2024-03-31 04:22:36,FR,2,marketing,Ads,True,2024-07-11 04:22:36
1480,student,2024-01-02 07:17:21,FR,7,marketing,ads,True,2024-02-24 07:17:21
1481,student,2024-11-25 02:18:44,FR,11,marketing,organic,True,2025-01-01 02:18:44
1482,student,2024-06-21 13:01:07,FR,9,data,school_event,False,2024-10-21 13:01:07
1483,professional,2024-08-25 13:11:31,FR,,,school_event,True,2024-10-06 13:11:31
1484,student,2024-04-23 07:13:36,FR,10,data,organic,True,2024-10-21 07:13:36
1485,professional,2025-01-06 11:50:11,FR,,,Ads,True,2025-07-10 11:50:11
1486,student,2024-02-15 16:20:45,FR,7,marketing,Ads,True,2024-04-13 16:20:45
1487,student,2024-06-23 19:38:28,FR,7,data,Ads,True,2024-12-31 19:38:28
1488,student,2024-05-03 15:34:36,FR,11,data,school_event,True,2024-10-28 15:34:36
1489,student,2024-09-21 12:54:57,FR,2,engineering,ads,True,2024-12-07 12:54:57
1490,professional,2024-05-31 12:46:54,FR,,,school_event,False,2024-08-26 12:46:54
1491,student,2024-02-12 00:55:53,FR,7,marketing,school_event,True,2024-07-13 00:55:53
1492,professional,2025-01-09 17:21:55,FR,,,organic,True,2025-03-08 17:21:55
1493,professional,2024-05-31 23:16:29,FR,,,ads,True,2024-10-30 23:16:29
1494,professional,2024-04-24 15:33:54,FR,,,school_event,True,2024-08-16 15:33:54
1495,student,2024-05-10 15:54:08,FR,2,data,ads,True,2024-09-13 15:54:08
1496,professional,2024-02-10 18:09:04,FR,,,ads,True,2024-07-30 18:09:04
1497,professional,2024-12-02 23:01:03,FR,,,Ads,True,2025-03-20 23:01:03
1498,professional,2024-04-02 06:38:23,FR,,,Ads,True,2024-06-23 06:38:23
1499,student,2024-05-13 23:23:26,FR,12,engineering,ads,True,2024-10-31 23:23:26
1500,student,2024-12-11 17:36:22,FR,11,marketing,ads,True,2025-01-06 17:36:22
